k,epsilonLabel,hInv,HInv,H0Inv,m,ndof,ncoarse,estimateGB,exactIter,threeIter,coarseIter,exactFlag,threeFlag,coarseFlag,exactRelres,threeRelres,coarseRelres,innerCoarseCalls,innerCoarsePrimalCalls,innerCoarseAdjointCalls,innerCoarseIterMean,innerCoarseIterMax,innerCoarseFlagMax,innerCoarseRelresMax,sContract,sFovPositive,maxNormEPower,maxAlpha,basisContainedTrial,basisContainedTest,basisSafeTrial,basisSafeTest,pouExact,tildeLayers,omegaDiameterMax,localCoarseDofMax,localFineDofMax,basisKernelTrial,basisKernelTest,exactResvecLength,threeResvecLength,coarseResvecLength,status,notes
32,k,192,16,8,4,37249,289,0.156854927539825,11,46,43,0,0,0,5.67197865788123e-07,8.54376237677551e-07,8.6332188356349e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.06066017177982,269,34897,NaN,NaN,12,47,44,ran,NaN
64,zero,512,32,2,1,263169,1089,0.472083628177643,26,39,16,0,0,0,5.83318736073359e-07,8.72446500152331e-07,9.84856266244814e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.795495128834866,441,103041,NaN,NaN,27,40,17,ran,NaN
64,k,512,32,2,1,263169,1089,0.472083628177643,24,36,16,0,0,0,7.07527702312428e-07,6.6845565077176e-07,4.14366583820045e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.795495128834866,441,103041,NaN,NaN,25,37,17,ran,NaN
64,zero,512,32,2,2,263169,1089,0.607095301151276,14,25,17,0,0,0,4.59919197168791e-07,6.03132085671734e-07,5.19945735384375e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.839689302659025,529,124609,NaN,NaN,15,26,18,ran,NaN
64,k,512,32,2,2,263169,1089,0.607095301151276,13,24,16,0,0,0,8.69017356209868e-07,4.56032696684926e-07,5.65902096724704e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.839689302659025,529,124609,NaN,NaN,14,25,17,ran,NaN
64,zero,512,32,2,3,263169,1089,0.808574259281158,13,24,16,0,0,0,5.90647483712897e-07,6.02930530737059e-07,7.6094466296178e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.883883476483184,625,148225,NaN,NaN,14,25,17,ran,NaN
64,k,512,32,2,3,263169,1089,0.808574259281158,13,22,16,0,0,0,5.71085542246247e-07,7.81116299525925e-07,4.32759031873606e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.883883476483184,625,148225,NaN,NaN,14,23,17,ran,NaN
64,zero,512,32,2,4,263169,1089,1.07652050256729,12,22,16,0,0,0,8.68557686901926e-07,8.22572408880214e-07,7.21788394598365e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,0.928077650307344,729,173889,NaN,NaN,13,23,17,ran,NaN
64,k,512,32,2,4,263169,1089,1.07652050256729,13,21,16,0,0,0,4.06959143703685e-07,8.99576881122898e-07,3.88418362555748e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,0.928077650307344,729,173889,NaN,NaN,14,22,17,ran,NaN
64,zero,512,32,2,5,263169,1089,1.41093403100967,12,22,16,0,0,0,9.49321584677031e-07,8.83160278512819e-07,7.13467597649418e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,0.972271824131503,841,201601,NaN,NaN,13,23,17,ran,NaN
64,k,512,32,2,5,263169,1089,1.41093403100967,13,21,16,0,0,0,4.45126933393845e-07,9.40131465145167e-07,3.84715923858538e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,0.972271824131503,841,201601,NaN,NaN,14,22,17,ran,NaN
64,zero,512,32,4,1,263169,1089,0.472083628177643,25,62,37,0,0,0,7.38980425974794e-07,8.6035367745494e-07,7.52277197834257e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.530330085889911,269,61889,NaN,NaN,26,63,38,ran,NaN
64,k,512,32,4,1,263169,1089,0.472083628177643,23,55,33,0,0,0,8.79877995548288e-07,9.16769789516179e-07,6.89153988912979e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.530330085889911,269,61889,NaN,NaN,24,56,34,ran,NaN
